GO:0000001	mitochondrion inheritance
GO:0043997	histone acetyltransferase activity (H4-K12 specific)
GO:0043998	H2A histone acetyltransferase activity
GO:0044000	movement in host
GO:0044001	migration in host
GO:0044002	acquisition of nutrients from host
GO:0044003	modification by symbiont of host morphology or physiology
GO:0044004	disruption by symbiont of host cell
GO:0044007	dissemination or transmission of symbiont from host
GO:0044008	dissemination or transmission of symbiont from host by vector
GO:0044010	single-species biofilm formation
GO:0044011	single-species biofilm formation on inanimate substrate
GO:0044016	histone acetyltransferase activity (H3-K4 specific)
GO:0044017	histone acetyltransferase activity (H3-K27 specific)
GO:0044020	histone methyltransferase activity (H4-R3 specific)
GO:0044022	histone kinase activity (H3-S28 specific)
GO:0044025	histone kinase activity (H2B-S14 specific)
GO:0044026	DNA hypermethylation
GO:0044027	hypermethylation of CpG island
GO:0044028	DNA hypomethylation
GO:0044029	hypomethylation of CpG island
GO:0044030	regulation of DNA methylation
GO:0044033	multi-organism metabolic process
GO:0044034	multi-organism biosynthetic process
GO:0044035	multi-organism catabolic process
GO:0044036	cell wall macromolecule metabolic process
GO:0044038	cell wall macromolecule biosynthetic process
GO:0044040	multi-organism carbohydrate metabolic process
GO:0044041	multi-organism carbohydrate catabolic process
GO:0044042	glucan metabolic process
GO:0044046	interaction with host via substance released outside of symbiont
GO:0044057	regulation of system process
GO:0044058	regulation of digestive system process
GO:0044060	regulation of endocrine process
GO:0044062	regulation of excretion
GO:0044065	regulation of respiratory system process
GO:0044068	modulation by symbiont of host cellular process
GO:0044070	regulation of anion transport
GO:0044071	modulation by symbiont of host cell cycle
GO:0044085	cellular component biogenesis
GO:0044087	regulation of cellular component biogenesis
GO:0044088	regulation of vacuole organization
GO:0044089	positive regulation of cellular component biogenesis
GO:0044090	positive regulation of vacuole organization
GO:0044091	membrane biogenesis
GO:0044092	negative regulation of molecular function
GO:0044093	positive regulation of molecular function
GO:0044094	host cell nuclear part
GO:0044095	host cell nucleoplasm
GO:0044097	secretion by the type IV secretion system
GO:0044099	polar tube
GO:0044105	L-xylulose reductase (NAD+) activity
GO:0044106	cellular amine metabolic process
GO:0044107	cellular alcohol metabolic process
GO:0044108	cellular alcohol biosynthetic process
GO:0044109	cellular alcohol catabolic process
GO:0044110	growth involved in symbiotic interaction
GO:0044111	development involved in symbiotic interaction
GO:0044115	development of symbiont involved in interaction with host
GO:0044116	growth of symbiont involved in interaction with host
GO:0044117	growth of symbiont in host
GO:0044119	growth of symbiont in host cell
GO:0044121	growth of symbiont in host organelle
GO:0044126	regulation of growth of symbiont in host
GO:0044127	regulation of development of symbiont in host
GO:0044128	positive regulation of growth of symbiont in host
GO:0044130	negative regulation of growth of symbiont in host
GO:0044131	negative regulation of development of symbiont in host
GO:0044139	modulation of growth of symbiont on or near host
GO:0044140	negative regulation of growth of symbiont on or near host surface
GO:0044144	modulation of growth of symbiont involved in interaction with host
GO:0044145	modulation of development of symbiont involved in interaction with host
GO:0044146	negative regulation of growth of symbiont involved in interaction with host
GO:0044147	negative regulation of development of symbiont involved in interaction with host
GO:0044148	positive regulation of growth of symbiont involved in interaction with host
GO:0044154	histone H3-K14 acetylation
GO:0044155	host caveola
GO:0044156	host cell junction
GO:0044157	host cell projection
GO:0044158	host cell wall
GO:0044161	host cell cytoplasmic vesicle
GO:0044162	host cell cytoplasmic vesicle membrane
GO:0044163	host cytoskeleton
GO:0044164	host cell cytosol
GO:0044165	host cell endoplasmic reticulum
GO:0044166	host cell endoplasmic reticulum lumen
GO:0044167	host cell endoplasmic reticulum membrane
GO:0044168	host cell rough endoplasmic reticulum
GO:0044169	host cell rough endoplasmic reticulum membrane
GO:0044172	host cell endoplasmic reticulum-Golgi intermediate compartment
GO:0044173	host cell endoplasmic reticulum-Golgi intermediate compartment membrane
GO:0044174	host cell endosome
GO:0044175	host cell endosome membrane
GO:0044176	host cell filopodium
GO:0044177	host cell Golgi apparatus
GO:0044178	host cell Golgi membrane
GO:0044179	hemolysis in other organism
GO:0044182	filamentous growth of a population of unicellular organisms
GO:0044183	protein folding chaperone
GO:0044184	host cell late endosome
GO:0044185	host cell late endosome membrane
GO:0044186	host cell lipid droplet
GO:0044190	host cell mitochondrial envelope
GO:0044191	host cell mitochondrial membrane
GO:0044192	host cell mitochondrial inner membrane
GO:0044194	cytolytic granule
GO:0044196	host cell nucleolus
GO:0044199	host cell nuclear envelope
GO:0044200	host cell nuclear membrane
GO:0044201	host cell nuclear inner membrane
GO:0044203	host cell nuclear lamina
GO:0044204	host cell nuclear matrix
GO:0044205	'de novo' UMP biosynthetic process
GO:0044206	UMP salvage
GO:0044208	'de novo' AMP biosynthetic process
GO:0044209	AMP salvage
GO:0044210	'de novo' CTP biosynthetic process
GO:0044211	CTP salvage
GO:0044212	transcription regulatory region DNA binding
GO:0044213	intronic transcription regulatory region DNA binding
GO:0044214	spanning component of plasma membrane
GO:0044216	other organism cell
GO:0044217	other organism part
GO:0044218	other organism cell membrane
GO:0044219	host cell plasmodesma
GO:0044220	host cell perinuclear region of cytoplasm
GO:0044221	host cell synapse
GO:0044224	juxtaparanode region of axon
GO:0044228	host cell surface
GO:0044229	host cell periplasmic space
GO:0044231	host cell presynaptic membrane
GO:0044232	organelle membrane contact site
GO:0044233	mitochondria-associated endoplasmic reticulum membrane
GO:0044237	cellular metabolic process
GO:0044238	primary metabolic process
GO:0044241	lipid digestion
GO:0044242	cellular lipid catabolic process
GO:0044247	cellular polysaccharide catabolic process
GO:0044248	cellular catabolic process
GO:0044249	cellular biosynthetic process
GO:0044255	cellular lipid metabolic process
GO:0044257	cellular protein catabolic process
GO:0044258	intestinal lipid catabolic process
GO:0044260	cellular macromolecule metabolic process
GO:0044262	cellular carbohydrate metabolic process
GO:0044264	cellular polysaccharide metabolic process
GO:0044265	cellular macromolecule catabolic process
GO:0044267	cellular protein metabolic process
GO:0044270	cellular nitrogen compound catabolic process
GO:0044271	cellular nitrogen compound biosynthetic process
GO:0044272	sulfur compound biosynthetic process
GO:0044273	sulfur compound catabolic process
GO:0044275	cellular carbohydrate catabolic process
GO:0044277	cell wall disassembly
GO:0044278	cell wall disruption in other organism
GO:0044281	small molecule metabolic process
GO:0044282	small molecule catabolic process
GO:0044283	small molecule biosynthetic process
GO:0044284	mitochondrial crista junction
GO:0044291	cell-cell contact zone
GO:0044292	dendrite terminus
GO:0044294	dendritic growth cone
GO:0044295	axonal growth cone
GO:0044297	cell body
GO:0044298	cell body membrane
GO:0044299	C-fiber
GO:0044300	cerebellar mossy fiber
GO:0044301	climbing fiber
GO:0044302	dentate gyrus mossy fiber
GO:0044304	main axon
GO:0044305	calyx of Held
GO:0044306	neuron projection terminus
GO:0044307	dendritic branch
GO:0044308	axonal spine
GO:0044309	neuron spine
GO:0044313	protein K6-linked deubiquitination
GO:0044314	protein K27-linked ubiquitination
GO:0044315	protein secretion by the type VII secretion system
GO:0044316	cone cell pedicle
GO:0044317	rod spherule
GO:0044318	L-aspartate:fumarate oxidoreductase activity
GO:0044319	wound healing, spreading of cells
GO:0044320	cellular response to leptin stimulus
GO:0044321	response to leptin
GO:0044322	endoplasmic reticulum quality control compartment
GO:0044323	retinoic acid-responsive element binding
GO:0044324	regulation of transcription involved in anterior/posterior axis specification
GO:0044325	ion channel binding
GO:0044326	dendritic spine neck
GO:0044327	dendritic spine head
GO:0044331	cell-cell adhesion mediated by cadherin
GO:0044332	Wnt signaling pathway involved in dorsal/ventral axis specification
GO:0044336	canonical Wnt signaling pathway involved in negative regulation of apoptotic process
GO:0044338	canonical Wnt signaling pathway involved in mesenchymal stem cell differentiation
GO:0044339	canonical Wnt signaling pathway involved in osteoblast differentiation
GO:0044340	canonical Wnt signaling pathway involved in regulation of cell proliferation
GO:0044341	sodium-dependent phosphate transport
GO:0044342	type B pancreatic cell proliferation
GO:0044344	cellular response to fibroblast growth factor stimulus
GO:0044346	fibroblast apoptotic process
GO:0044347	cell wall polysaccharide catabolic process
GO:0044351	macropinocytosis
GO:0044352	pinosome
GO:0044354	macropinosome
GO:0044355	clearance of foreign intracellular DNA
GO:0044358	envenomation resulting in hemorrhagic damage to other organism
GO:0044359	modulation of molecular function in other organism
GO:0044360	modulation of voltage-gated potassium channel activity in other organism
GO:0044361	negative regulation of voltage-gated potassium channel activity in other organism
GO:0044362	negative regulation of molecular function in other organism
GO:0044363	modulation of potassium channel activity in other organism
GO:0044364	disruption of cells of other organism
GO:0044365	envenomation resulting in modulation of platelet aggregation in other organism
GO:0044374	sequence-specific DNA binding, bending
GO:0044375	regulation of peroxisome size
GO:0044377	RNA polymerase II proximal promoter sequence-specific DNA binding, bending
GO:0044378	non-sequence-specific DNA binding, bending
GO:0044379	protein localization to actin cortical patch
GO:0044380	protein localization to cytoskeleton
GO:0044381	glucose import in response to insulin stimulus
GO:0044382	CLRC ubiquitin ligase complex localization to heterochromatin
GO:0044383	host chromosome
GO:0044385	integral to membrane of host cell
GO:0044386	integral to host endoplasmic reticulum membrane
GO:0044387	negative regulation of protein kinase activity by regulation of protein phosphorylation
GO:0044388	small protein activating enzyme binding
GO:0044389	ubiquitin-like protein ligase binding
GO:0044390	ubiquitin-like protein conjugating enzyme binding
GO:0044391	ribosomal subunit
GO:0044393	microspike
GO:0044395	protein targeting to vacuolar membrane
GO:0044396	actin cortical patch organization
GO:0044397	actin cortical patch internalization
GO:0044398	envenomation resulting in induction of edema in other organism
GO:0044399	multi-species biofilm formation
GO:0044403	symbiont process
GO:0044406	adhesion of symbiont to host
GO:0044409	entry into host
GO:0044413	avoidance of host defenses
GO:0044414	suppression of host defenses
GO:0044415	evasion or tolerance of host defenses
GO:0044417	translocation of molecules into host
GO:0044419	interspecies interaction between organisms
GO:0044420	extracellular matrix component
GO:0044421	extracellular region part
GO:0044422	organelle part
GO:0044423	virion part
GO:0044424	intracellular part
GO:0044425	membrane part
GO:0044426	cell wall part
GO:0044427	chromosomal part
GO:0044428	nuclear part
GO:0044429	mitochondrial part
GO:0044430	cytoskeletal part
GO:0044431	Golgi apparatus part
GO:0044432	endoplasmic reticulum part
GO:0044433	cytoplasmic vesicle part
GO:0044434	chloroplast part
GO:0044435	plastid part
GO:0044436	thylakoid part
GO:0044437	vacuolar part
GO:0044438	microbody part
GO:0044439	peroxisomal part
GO:0044440	endosomal part
GO:0044441	ciliary part
GO:0044443	pilus part
GO:0044444	cytoplasmic part
GO:0044445	cytosolic part
GO:0044446	intracellular organelle part
GO:0044447	axoneme part
GO:0044448	cell cortex part
GO:0044449	contractile fiber part
GO:0044450	microtubule organizing center part
GO:0044451	nucleoplasm part
GO:0044452	nucleolar part
GO:0044453	nuclear membrane part
GO:0044454	nuclear chromosome part
GO:0044455	mitochondrial membrane part
GO:0044456	synapse part
GO:0044457	cell septum part
GO:0044458	motile cilium assembly
GO:0044459	plasma membrane part
GO:0044461	bacterial-type flagellum part
GO:0044462	external encapsulating structure part
GO:0044463	cell projection part
GO:0044464	cell part
GO:0044466	glutaryl-CoA hydrolase activity
GO:0044468	envenomation resulting in modulation of blood coagulation in other organism
GO:0044469	envenomation resulting in positive regulation of blood coagulation in other organism
GO:0044470	envenomation resulting in negative regulation of blood coagulation in other organism
GO:0044472	envenomation resulting in modulation of calcium channel activity in other organism
GO:0044473	envenomation resulting in negative regulation of calcium channel activity in other organism
GO:0044474	envenomation resulting in negative regulation of voltage-gated calcium channel activity in other organism
GO:0044475	envenomation resulting in negative regulation of high voltage-gated calcium channel activity in other organism
GO:0044476	envenomation resulting in negative regulation of low voltage-gated calcium channel activity in other organism
GO:0044477	envenomation resulting in negative regulation of platelet aggregation in other organism
GO:0044478	envenomation resulting in positive regulation of platelet aggregation in other organism
